sp_415,sp_445,sp_480,sp_515,sp_555,sp_590,sp_630,sp_680,Solar_Vol,PPFD,CO2,T,R:B,Pn_avg,count
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,18.0,0.5,-0.3663055760333434,2
28.49718221665623,395.90323656943355,187.8142667110077,22.68707349265635,679.4674231696224,37.589469612418824,24.468049225159525,25.571279087149335,0.839616,50.0,400.0,18.0,0.5,2.358583912400394,2
58.649301128442225,795.8805178812704,370.0865252682148,45.79533469402638,1370.2387317536036,74.04680117002925,49.94513238010535,52.026379544806574,1.040044,100.0,400.0,18.0,0.5,4.7605556353731675,2
113.65994139807452,1560.5109869474988,701.9370658321462,86.17718315115056,2577.3731767154336,136.9601176254365,93.6312880262068,97.20483938122791,1.278819,200.0,400.0,18.0,0.5,8.185064715518482,2
172.07252121246108,2297.561197714989,1012.633231731806,127.1077934517804,3823.2842508215367,204.18828041397896,139.3725791218657,145.37385144335198,1.450362,300.0,400.0,18.0,0.5,10.323851141053042,2
229.1871215365683,3009.954240681609,1303.7705751209228,166.42578177131503,5008.256124031883,267.8057170663467,182.8873768964105,191.19988351284323,1.586366,400.0,400.0,18.0,0.5,11.377823829224976,2
288.9115061113219,3764.6971494131335,1598.708112198385,205.55262614267392,6211.3915124149,331.116023745807,227.09349948529743,237.26885610302287,1.686494,500.0,400.0,18.0,0.5,11.90198879862088,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,18.0,0.75,-0.3359371396463974,2
28.14138683118093,230.42969751449797,114.76936977323234,22.78371203914643,704.1930742201388,47.43282747427519,27.87056238952935,30.530651306581653,0.827675,50.0,400.0,18.0,0.75,2.5236986335765925,2
55.98384010206251,420.2726577502847,213.84223620254176,45.17761736656304,1386.7305853714292,95.33832783937667,55.17487163998792,60.91381668946648,1.017454,100.0,400.0,18.0,0.75,5.00684197142173,2
108.20762678002195,787.475157250352,392.2435238628273,86.73896568287346,2657.586511120013,183.3701285523875,106.45425291355018,117.55293005671076,1.270912,200.0,400.0,18.0,0.75,8.860992703079589,2
159.3553104913662,1132.6054569789037,555.5455827470694,126.7148678956744,3898.8931429756394,270.1830017220996,156.9961189672606,173.45088378365364,1.438591,300.0,400.0,18.0,0.75,10.957655853483017,2
215.6405300752845,1479.0764110771693,723.1110366492356,171.02235903214762,5257.234118780381,366.22499354921985,214.0862730903967,234.26547694667372,1.569479,400.0,400.0,18.0,0.75,11.88619601891676,2
271.93649705060994,1866.315959349233,901.1649462146828,213.9489139522775,6581.935000070776,458.1500314144971,268.98842612819436,293.10548087464014,1.670269,500.0,400.0,18.0,0.75,12.201201223921682,2
326.65598782504685,2257.2886291419877,1078.0585094538424,255.39247828573943,7853.7984888514175,544.949333529688,321.64273369784456,349.16989014242404,1.777072,600.0,400.0,18.0,0.75,12.288056441954222,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,18.0,0.83,-0.1570931794282039,4
55.439092115847856,338.45800584621895,177.5967771092116,44.993733782692864,1392.3533567420354,98.82778618349212,56.683901299388054,62.98864909466501,1.017639,100.0,400.0,18.0,0.83,5.182440907231337,4
111.05037948295086,605.5279959774913,317.98615171073476,89.66465050228791,2775.2384502877326,201.40823296652803,114.59469801953038,127.67615711954446,1.275173,200.0,400.0,18.0,0.83,9.473567396096437,4
158.92115719766375,830.5651037120937,434.93577256782686,128.11316751852937,3967.9121122756337,289.9309148518776,164.52121449130712,183.08345716928417,1.428204,300.0,400.0,18.0,0.83,11.902223824732342,4
214.51250216350311,1078.3463768157987,563.2461723974554,172.60741541623443,5340.121442252752,392.47984852750545,223.0841711001788,247.0942738771159,1.562632,400.0,400.0,18.0,0.83,12.97640253858918,4
267.0448379104694,1404.671610555237,718.870105217866,213.97726445219948,6608.591980858227,482.5906865807764,276.3601296525369,304.2498307660335,1.665951,500.0,400.0,18.0,0.83,13.372901803333416,4
322.5232731276313,1649.9622257864864,842.3476705265967,257.4468416522448,7963.259845253195,584.250549114612,334.508357503413,367.48974187741993,1.783429,600.0,400.0,18.0,0.83,13.387686686437693,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,18.0,0.88,-0.3908403078982683,1
110.08047479496533,466.46783652161446,259.74882635780733,89.64088107405821,2782.5972586752205,209.8927731735108,116.68197143075344,130.32763809791695,1.272704,200.0,400.0,18.0,0.88,9.826462916779256,1
158.41385993246217,668.6638895478419,367.97071434690827,128.39124884199677,3986.645389429815,300.63757055927465,167.50859272338633,187.18733616330397,1.425779,300.0,400.0,18.0,0.88,12.525622659737008,1
211.9561157258217,876.688415682624,480.1518007290013,171.61789470512682,5327.447899192186,402.9223443350889,225.2987690051585,250.37106733025857,1.56309,400.0,400.0,18.0,0.88,13.78051926400646,1
265.5028864495581,1101.726672022566,597.6252423910671,214.48485914718623,6653.9352364251745,502.99203436869374,282.1506068407503,312.9133692096655,1.680056,500.0,400.0,18.0,0.88,14.268663430643306,1
324.3645026933076,1332.3619413197632,718.5325618484006,261.36137275926603,8109.740945907572,613.921115833776,344.77055161208045,382.08328929791753,1.781374,600.0,400.0,18.0,0.88,14.266819896840513,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,18.0,1.0,-0.1671794666229371,1
29.169033037345656,24.145822827365944,25.092343905457547,23.40666449303513,755.9487208923398,61.599313664895035,32.33459098656746,37.49851266507902,0.818815,50.0,400.0,18.0,1.0,2.7504097937874237,1
54.243999138745856,45.17192868060522,46.95003448863225,44.53660444653059,1412.6239449100042,115.34416587379062,61.32639412980309,70.06370977174348,0.999241,100.0,400.0,18.0,1.0,5.185999256463793,1
107.2273315063666,88.95285385681696,92.25713627487548,87.96369694558042,2772.5676658970465,227.41811344406145,121.11898262405224,138.10645961503934,1.257945,200.0,400.0,18.0,1.0,8.751299384361703,1
157.43176502285348,130.57228332633815,134.94185843825915,129.01919904572102,4067.0197765973726,333.8510450482729,178.5115550969903,202.66698316605988,1.420129,300.0,400.0,18.0,1.0,10.758488951224086,1
212.6322836936707,176.07946345555845,181.42363358670963,174.4831671800413,5484.56094971175,450.6851660900888,241.7734335560376,273.36123367008014,1.566589,400.0,400.0,18.0,1.0,11.541169602252385,1
263.39544286411956,217.67447705609493,223.86248521024712,215.8728213549342,6784.230848774194,558.0589625338715,300.0445759629691,338.3511316391811,1.670568,500.0,400.0,18.0,1.0,11.835938889759031,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,20.0,0.5,-0.5340649938787222,1
28.49718221665623,395.90323656943355,187.8142667110077,22.68707349265635,679.4674231696224,37.589469612418824,24.468049225159525,25.571279087149335,0.839616,50.0,400.0,20.0,0.5,2.41071015809815,1
58.649301128442225,795.8805178812704,370.0865252682148,45.79533469402638,1370.2387317536036,74.04680117002925,49.94513238010535,52.026379544806574,1.040044,100.0,400.0,20.0,0.5,4.482195309391792,1
113.65994139807452,1560.5109869474988,701.9370658321462,86.17718315115056,2577.3731767154336,136.9601176254365,93.6312880262068,97.20483938122791,1.278819,200.0,400.0,20.0,0.5,7.813590918067845,1
172.07252121246108,2297.561197714989,1012.633231731806,127.1077934517804,3823.2842508215367,204.18828041397896,139.3725791218657,145.37385144335198,1.450362,300.0,400.0,20.0,0.5,9.454103407130132,1
229.1871215365683,3009.954240681609,1303.7705751209228,166.42578177131503,5008.256124031883,267.8057170663467,182.8873768964105,191.19988351284323,1.586366,400.0,400.0,20.0,0.5,10.19340979141136,1
288.9115061113219,3764.6971494131335,1598.708112198385,205.55262614267392,6211.3915124149,331.116023745807,227.09349948529743,237.26885610302287,1.686494,500.0,400.0,20.0,0.5,10.689496835825432,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,20.0,0.75,-0.3289264677212194,1
28.14138683118093,230.42969751449797,114.76936977323234,22.78371203914643,704.1930742201388,47.43282747427519,27.87056238952935,30.530651306581653,0.827675,50.0,400.0,20.0,0.75,2.5685444970794995,1
55.98384010206251,420.2726577502847,213.84223620254176,45.17761736656304,1386.7305853714292,95.33832783937667,55.17487163998792,60.91381668946648,1.017454,100.0,400.0,20.0,0.75,4.944496579961654,1
108.20762678002195,787.475157250352,392.2435238628273,86.73896568287346,2657.586511120013,183.3701285523875,106.45425291355018,117.55293005671076,1.270912,200.0,400.0,20.0,0.75,8.487382667679274,1
159.3553104913662,1132.6054569789037,555.5455827470694,126.7148678956744,3898.8931429756394,270.1830017220996,156.9961189672606,173.45088378365364,1.438591,300.0,400.0,20.0,0.75,10.34636660187044,1
215.6405300752845,1479.0764110771693,723.1110366492356,171.02235903214762,5257.234118780381,366.22499354921985,214.0862730903967,234.26547694667372,1.569479,400.0,400.0,20.0,0.75,11.09265691070924,1
271.93649705060994,1866.315959349233,901.1649462146828,213.9489139522775,6581.935000070776,458.1500314144971,268.98842612819436,293.10548087464014,1.670269,500.0,400.0,20.0,0.75,11.452198723985004,1
326.65598782504685,2257.2886291419877,1078.0585094538424,255.39247828573943,7853.7984888514175,544.949333529688,321.64273369784456,349.16989014242404,1.777072,600.0,400.0,20.0,0.75,11.480320284417552,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,20.0,0.83,-0.3015992624832048,3
55.439092115847856,338.45800584621895,177.5967771092116,44.993733782692864,1392.3533567420354,98.82778618349212,56.683901299388054,62.98864909466501,1.017639,100.0,400.0,20.0,0.83,5.201060318068056,3
111.05037948295086,605.5279959774913,317.98615171073476,89.66465050228791,2775.2384502877326,201.40823296652803,114.59469801953038,127.67615711954446,1.275173,200.0,400.0,20.0,0.83,9.43263403183591,3
158.92115719766375,830.5651037120937,434.93577256782686,128.11316751852937,3967.9121122756337,289.9309148518776,164.52121449130712,183.08345716928417,1.428204,300.0,400.0,20.0,0.83,12.151859937670338,3
214.51250216350311,1078.3463768157987,563.2461723974554,172.60741541623443,5340.121442252752,392.47984852750545,223.0841711001788,247.0942738771159,1.562632,400.0,400.0,20.0,0.83,13.507752595883789,3
267.0448379104694,1404.671610555237,718.870105217866,213.97726445219948,6608.591980858227,482.5906865807764,276.3601296525369,304.2498307660335,1.665951,500.0,400.0,20.0,0.83,14.046097493997776,3
322.5232731276313,1649.9622257864864,842.3476705265967,257.4468416522448,7963.259845253195,584.250549114612,334.508357503413,367.48974187741993,1.783429,600.0,400.0,20.0,0.83,14.15904475848638,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,20.0,0.88,-0.4317958101372974,2
110.08047479496533,466.46783652161446,259.74882635780733,89.64088107405821,2782.5972586752205,209.8927731735108,116.68197143075344,130.32763809791695,1.272704,200.0,400.0,20.0,0.88,9.2113883024096,2
158.41385993246217,668.6638895478419,367.97071434690827,128.39124884199677,3986.645389429815,300.63757055927465,167.50859272338633,187.18733616330397,1.425779,300.0,400.0,20.0,0.88,11.647599072349516,2
211.9561157258217,876.688415682624,480.1518007290013,171.61789470512682,5327.447899192186,402.9223443350889,225.2987690051585,250.37106733025857,1.56309,400.0,400.0,20.0,0.88,12.830128226981056,2
265.5028864495581,1101.726672022566,597.6252423910671,214.48485914718623,6653.9352364251745,502.99203436869374,282.1506068407503,312.9133692096655,1.680056,500.0,400.0,20.0,0.88,13.362551816955598,2
324.3645026933076,1332.3619413197632,718.5325618484006,261.36137275926603,8109.740945907572,613.921115833776,344.77055161208045,382.08328929791753,1.781374,600.0,400.0,20.0,0.88,13.477031079098442,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,20.0,1.0,-0.5229538457885949,1
29.169033037345656,24.145822827365944,25.092343905457547,23.40666449303513,755.9487208923398,61.599313664895035,32.33459098656746,37.49851266507902,0.818815,50.0,400.0,20.0,1.0,2.5964741474694835,1
54.243999138745856,45.17192868060522,46.95003448863225,44.53660444653059,1412.6239449100042,115.34416587379062,61.32639412980309,70.06370977174348,0.999241,100.0,400.0,20.0,1.0,5.424691519760986,1
107.2273315063666,88.95285385681696,92.25713627487548,87.96369694558042,2772.5676658970465,227.41811344406145,121.11898262405224,138.10645961503934,1.257945,200.0,400.0,20.0,1.0,9.692862609704326,1
157.43176502285348,130.57228332633815,134.94185843825915,129.01919904572102,4067.0197765973726,333.8510450482729,178.5115550969903,202.66698316605988,1.420129,300.0,400.0,20.0,1.0,12.07998523219045,1
212.6322836936707,176.07946345555845,181.42363358670963,174.4831671800413,5484.56094971175,450.6851660900888,241.7734335560376,273.36123367008014,1.566589,400.0,400.0,20.0,1.0,13.194509852707164,1
263.39544286411956,217.67447705609493,223.86248521024712,215.8728213549342,6784.230848774194,558.0589625338715,300.0445759629691,338.3511316391811,1.670568,500.0,400.0,20.0,1.0,13.749103019740764,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,0.5,-0.5825768023535953,3
28.49718221665623,395.90323656943355,187.8142667110077,22.68707349265635,679.4674231696224,37.589469612418824,24.468049225159525,25.571279087149335,0.839616,50.0,400.0,22.0,0.5,2.153529680574223,3
58.649301128442225,795.8805178812704,370.0865252682148,45.79533469402638,1370.2387317536036,74.04680117002925,49.94513238010535,52.026379544806574,1.040044,100.0,400.0,22.0,0.5,4.1673102666589745,3
113.65994139807452,1560.5109869474988,701.9370658321462,86.17718315115056,2577.3731767154336,136.9601176254365,93.6312880262068,97.20483938122791,1.278819,200.0,400.0,22.0,0.5,7.166824287706551,3
172.07252121246108,2297.561197714989,1012.633231731806,127.1077934517804,3823.2842508215367,204.18828041397896,139.3725791218657,145.37385144335198,1.450362,300.0,400.0,22.0,0.5,9.028459425965176,3
229.1871215365683,3009.954240681609,1303.7705751209228,166.42578177131503,5008.256124031883,267.8057170663467,182.8873768964105,191.19988351284323,1.586366,400.0,400.0,22.0,0.5,10.128249783323993,3
288.9115061113219,3764.6971494131335,1598.708112198385,205.55262614267392,6211.3915124149,331.116023745807,227.09349948529743,237.26885610302287,1.686494,500.0,400.0,22.0,0.5,10.80757960389372,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,0.75,-0.5775918844766597,5
28.14138683118093,230.42969751449797,114.76936977323234,22.78371203914643,704.1930742201388,47.43282747427519,27.87056238952935,30.530651306581653,0.827675,50.0,400.0,22.0,0.75,2.2935225569027273,5
55.98384010206251,420.2726577502847,213.84223620254176,45.17761736656304,1386.7305853714292,95.33832783937667,55.17487163998792,60.91381668946648,1.017454,100.0,400.0,22.0,0.75,4.6631458185442805,5
108.20762678002195,787.475157250352,392.2435238628273,86.73896568287346,2657.586511120013,183.3701285523875,106.45425291355018,117.55293005671076,1.270912,200.0,400.0,22.0,0.75,8.25625120779342,5
159.3553104913662,1132.6054569789037,555.5455827470694,126.7148678956744,3898.8931429756394,270.1830017220996,156.9961189672606,173.45088378365364,1.438591,300.0,400.0,22.0,0.75,10.576712037068392,5
215.6405300752845,1479.0764110771693,723.1110366492356,171.02235903214762,5257.234118780381,366.22499354921985,214.0862730903967,234.26547694667372,1.569479,400.0,400.0,22.0,0.75,12.078278903186948,5
271.93649705060994,1866.315959349233,901.1649462146828,213.9489139522775,6581.935000070776,458.1500314144971,268.98842612819436,293.10548087464014,1.670269,500.0,400.0,22.0,0.75,12.792492953315936,5
326.65598782504685,2257.2886291419877,1078.0585094538424,255.39247828573943,7853.7984888514175,544.949333529688,321.64273369784456,349.16989014242404,1.777072,600.0,400.0,22.0,0.75,13.154946310754024,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,0.83,-0.4916824005059204,5
55.439092115847856,338.45800584621895,177.5967771092116,44.993733782692864,1392.3533567420354,98.82778618349212,56.683901299388054,62.98864909466501,1.017639,100.0,400.0,22.0,0.83,5.0626008905107405,5
111.05037948295086,605.5279959774913,317.98615171073476,89.66465050228791,2775.2384502877326,201.40823296652803,114.59469801953038,127.67615711954446,1.275173,200.0,400.0,22.0,0.83,9.082781816128836,5
158.92115719766375,830.5651037120937,434.93577256782686,128.11316751852937,3967.9121122756337,289.9309148518776,164.52121449130712,183.08345716928417,1.428204,300.0,400.0,22.0,0.83,11.809796960929758,5
214.51250216350311,1078.3463768157987,563.2461723974554,172.60741541623443,5340.121442252752,392.47984852750545,223.0841711001788,247.0942738771159,1.562632,400.0,400.0,22.0,0.83,13.459035073446586,5
267.0448379104694,1404.671610555237,718.870105217866,213.97726445219948,6608.591980858227,482.5906865807764,276.3601296525369,304.2498307660335,1.665951,500.0,400.0,22.0,0.83,14.29277157891855,5
322.5232731276313,1649.9622257864864,842.3476705265967,257.4468416522448,7963.259845253195,584.250549114612,334.508357503413,367.48974187741993,1.783429,600.0,400.0,22.0,0.83,14.675657477036657,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,0.88,-0.6338093489066626,3
110.08047479496533,466.46783652161446,259.74882635780733,89.64088107405821,2782.5972586752205,209.8927731735108,116.68197143075344,130.32763809791695,1.272704,200.0,400.0,22.0,0.88,8.57092298231761,3
158.41385993246217,668.6638895478419,367.97071434690827,128.39124884199677,3986.645389429815,300.63757055927465,167.50859272338633,187.18733616330397,1.425779,300.0,400.0,22.0,0.88,11.364211970131423,3
211.9561157258217,876.688415682624,480.1518007290013,171.61789470512682,5327.447899192186,402.9223443350889,225.2987690051585,250.37106733025857,1.56309,400.0,400.0,22.0,0.88,13.013335132506905,3
265.5028864495581,1101.726672022566,597.6252423910671,214.48485914718623,6653.9352364251745,502.99203436869374,282.1506068407503,312.9133692096655,1.680056,500.0,400.0,22.0,0.88,13.984889924439411,3
324.3645026933076,1332.3619413197632,718.5325618484006,261.36137275926603,8109.740945907572,613.921115833776,344.77055161208045,382.08328929791753,1.781374,600.0,400.0,22.0,0.88,14.41673574796542,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,1.0,-0.6575333786201252,2
29.169033037345656,24.145822827365944,25.092343905457547,23.40666449303513,755.9487208923398,61.599313664895035,32.33459098656746,37.49851266507902,0.818815,50.0,400.0,22.0,1.0,2.5416832358273744,2
54.243999138745856,45.17192868060522,46.95003448863225,44.53660444653059,1412.6239449100042,115.34416587379062,61.32639412980309,70.06370977174348,0.999241,100.0,400.0,22.0,1.0,4.993196130205577,2
107.2273315063666,88.95285385681696,92.25713627487548,87.96369694558042,2772.5676658970465,227.41811344406145,121.11898262405224,138.10645961503934,1.257945,200.0,400.0,22.0,1.0,8.464255363865062,2
157.43176502285348,130.57228332633815,134.94185843825915,129.01919904572102,4067.0197765973726,333.8510450482729,178.5115550969903,202.66698316605988,1.420129,300.0,400.0,22.0,1.0,10.649073160487935,2
212.6322836936707,176.07946345555845,181.42363358670963,174.4831671800413,5484.56094971175,450.6851660900888,241.7734335560376,273.36123367008014,1.566589,400.0,400.0,22.0,1.0,11.813627878530358,2
263.39544286411956,217.67447705609493,223.86248521024712,215.8728213549342,6784.230848774194,558.0589625338715,300.0445759629691,338.3511316391811,1.670568,500.0,400.0,22.0,1.0,12.3248899859767,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,24.0,0.5,-0.8184240625581027,2
28.49718221665623,395.90323656943355,187.8142667110077,22.68707349265635,679.4674231696224,37.589469612418824,24.468049225159525,25.571279087149335,0.839616,50.0,400.0,24.0,0.5,2.2516341068841403,2
58.649301128442225,795.8805178812704,370.0865252682148,45.79533469402638,1370.2387317536036,74.04680117002925,49.94513238010535,52.026379544806574,1.040044,100.0,400.0,24.0,0.5,4.635600193004608,2
113.65994139807452,1560.5109869474988,701.9370658321462,86.17718315115056,2577.3731767154336,136.9601176254365,93.6312880262068,97.20483938122791,1.278819,200.0,400.0,24.0,0.5,8.212822950010036,2
172.07252121246108,2297.561197714989,1012.633231731806,127.1077934517804,3823.2842508215367,204.18828041397896,139.3725791218657,145.37385144335198,1.450362,300.0,400.0,24.0,0.5,10.620491324618476,2
229.1871215365683,3009.954240681609,1303.7705751209228,166.42578177131503,5008.256124031883,267.8057170663467,182.8873768964105,191.19988351284323,1.586366,400.0,400.0,24.0,0.5,12.115990256989384,2
288.9115061113219,3764.6971494131335,1598.708112198385,205.55262614267392,6211.3915124149,331.116023745807,227.09349948529743,237.26885610302287,1.686494,500.0,400.0,24.0,0.5,12.954063704895486,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,24.0,0.75,-0.8373933152567341,4
28.14138683118093,230.42969751449797,114.76936977323234,22.78371203914643,704.1930742201388,47.43282747427519,27.87056238952935,30.530651306581653,0.827675,50.0,400.0,24.0,0.75,2.272150196022566,4
55.98384010206251,420.2726577502847,213.84223620254176,45.17761736656304,1386.7305853714292,95.33832783937667,55.17487163998792,60.91381668946648,1.017454,100.0,400.0,24.0,0.75,4.949016908658503,4
108.20762678002195,787.475157250352,392.2435238628273,86.73896568287346,2657.586511120013,183.3701285523875,106.45425291355018,117.55293005671076,1.270912,200.0,400.0,24.0,0.75,9.20743042302512,4
159.3553104913662,1132.6054569789037,555.5455827470694,126.7148678956744,3898.8931429756394,270.1830017220996,156.9961189672606,173.45088378365364,1.438591,300.0,400.0,24.0,0.75,12.205127201183291,4
215.6405300752845,1479.0764110771693,723.1110366492356,171.02235903214762,5257.234118780381,366.22499354921985,214.0862730903967,234.26547694667372,1.569479,400.0,400.0,24.0,0.75,14.029333981945426,4
271.93649705060994,1866.315959349233,901.1649462146828,213.9489139522775,6581.935000070776,458.1500314144971,268.98842612819436,293.10548087464014,1.670269,500.0,400.0,24.0,0.75,15.029536684898776,4
326.65598782504685,2257.2886291419877,1078.0585094538424,255.39247828573943,7853.7984888514175,544.949333529688,321.64273369784456,349.16989014242404,1.777072,600.0,400.0,24.0,0.75,15.499666540637415,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,24.0,0.83,-0.6459181812194608,2
55.439092115847856,338.45800584621895,177.5967771092116,44.993733782692864,1392.3533567420354,98.82778618349212,56.683901299388054,62.98864909466501,1.017639,100.0,400.0,24.0,0.83,5.303416582589959,2
111.05037948295086,605.5279959774913,317.98615171073476,89.66465050228791,2775.2384502877326,201.40823296652803,114.59469801953038,127.67615711954446,1.275173,200.0,400.0,24.0,0.83,10.090443261756782,2
158.92115719766375,830.5651037120937,434.93577256782686,128.11316751852937,3967.9121122756337,289.9309148518776,164.52121449130712,183.08345716928417,1.428204,300.0,400.0,24.0,0.83,13.687981177130514,2
214.51250216350311,1078.3463768157987,563.2461723974554,172.60741541623443,5340.121442252752,392.47984852750545,223.0841711001788,247.0942738771159,1.562632,400.0,400.0,24.0,0.83,15.90275287664524,2
267.0448379104694,1404.671610555237,718.870105217866,213.97726445219948,6608.591980858227,482.5906865807764,276.3601296525369,304.2498307660335,1.665951,500.0,400.0,24.0,0.83,17.255617678299355,2
322.5232731276313,1649.9622257864864,842.3476705265967,257.4468416522448,7963.259845253195,584.250549114612,334.508357503413,367.48974187741993,1.783429,600.0,400.0,24.0,0.83,17.925466030557658,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,24.0,0.88,-0.6300210726828299,2
110.08047479496533,466.46783652161446,259.74882635780733,89.64088107405821,2782.5972586752205,209.8927731735108,116.68197143075344,130.32763809791695,1.272704,200.0,400.0,24.0,0.88,10.52839475024279,2
158.41385993246217,668.6638895478419,367.97071434690827,128.39124884199677,3986.645389429815,300.63757055927465,167.50859272338633,187.18733616330397,1.425779,300.0,400.0,24.0,0.88,13.955034393198185,2
211.9561157258217,876.688415682624,480.1518007290013,171.61789470512682,5327.447899192186,402.9223443350889,225.2987690051585,250.37106733025857,1.56309,400.0,400.0,24.0,0.88,15.866588766326617,2
265.5028864495581,1101.726672022566,597.6252423910671,214.48485914718623,6653.9352364251745,502.99203436869374,282.1506068407503,312.9133692096655,1.680056,500.0,400.0,24.0,0.88,16.7132335981142,2
324.3645026933076,1332.3619413197632,718.5325618484006,261.36137275926603,8109.740945907572,613.921115833776,344.77055161208045,382.08328929791753,1.781374,600.0,400.0,24.0,0.88,16.996551029655002,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,24.0,1.0,-0.8041480156651559,2
29.169033037345656,24.145822827365944,25.092343905457547,23.40666449303513,755.9487208923398,61.599313664895035,32.33459098656746,37.49851266507902,0.818815,50.0,400.0,24.0,1.0,2.495451501885122,2
54.243999138745856,45.17192868060522,46.95003448863225,44.53660444653059,1412.6239449100042,115.34416587379062,61.32639412980309,70.06370977174348,0.999241,100.0,400.0,24.0,1.0,5.08255120048225,2
107.2273315063666,88.95285385681696,92.25713627487548,87.96369694558042,2772.5676658970465,227.41811344406145,121.11898262405224,138.10645961503934,1.257945,200.0,400.0,24.0,1.0,9.556858367724177,2
157.43176502285348,130.57228332633815,134.94185843825915,129.01919904572102,4067.0197765973726,333.8510450482729,178.5115550969903,202.66698316605988,1.420129,300.0,400.0,24.0,1.0,12.282006691189393,2
212.6322836936707,176.07946345555845,181.42363358670963,174.4831671800413,5484.56094971175,450.6851660900888,241.7734335560376,273.36123367008014,1.566589,400.0,400.0,24.0,1.0,13.851529032626388,2
